DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2015,10.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2014-15, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2014-15,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CRI: Costa Rica,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2018,2.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CRI: Costa Rica,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2018,4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CRI: Costa Rica,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2018,3.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2016,15.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2016,19.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2016,17.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2017,3.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2017,4.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2017,4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2018,9.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017-18, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017-18,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2018,9.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017-18, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017-18,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2018,9.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017-18, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017-18,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,2,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,4.1,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,3.1,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,4.3,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"ENEMDU 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,5.8,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"ENEMDU 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,5.1,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"ENEMDU 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2014,1.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2014, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2014,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2014,5.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2014, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2014,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2014,3.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2014, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2014,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,1.5,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"EHPM 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2020,5.6,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"EHPM 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2020,3.6,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"EHPM 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SWZ: Eswatini,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2010,5.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2010, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2010,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SWZ: Eswatini,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2010,6.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2010, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2010,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SWZ: Eswatini,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2010,6.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2010, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2010,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2015,32.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National CLS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2015,48.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National CLS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2015,40.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National CLS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2012,13.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2012,16.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2012,14.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2018,11.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2018,15.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2018,13.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2015,0.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"CLS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2015,2.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"CLS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2015,1.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"CLS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2018,15.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017-18, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017-18,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2018,14.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017-18, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017-18,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2018,14.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017-18, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017-18,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2013,4.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Encuesta Nacional de Empleo e Ingresos (ENEI) 2013, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2013,Y7T17: 7 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2013,11.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Encuesta Nacional de Empleo e Ingresos (ENEI) 2013, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2013,Y7T17: 7 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2013,8.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Encuesta Nacional de Empleo e Ingresos (ENEI) 2013, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2013,Y7T17: 7 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2016,17.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2016,21.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2016,19.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,12.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018-19, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018-19,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,16.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018-19, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018-19,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,14.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018-19, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018-19,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GUY: Guyana,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,4.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019-20, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GUY: Guyana,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2020,5.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019-20, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GUY: Guyana,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2020,4.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019-20, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HTI: Haiti,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2012,20.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HTI: Haiti,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2012,22.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HTI: Haiti,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2012,21.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HND: Honduras,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,7.9,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HND: Honduras,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,16.2,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HND: Honduras,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,12.2,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IND: India,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2012,3.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National Sample Survey-68th round 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IND: India,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2012,5.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National Sample Survey-68th round 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IND: India,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2012,4.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National Sample Survey-68th round 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IRQ: Iraq,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2018,1.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IRQ: Iraq,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2018,4.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IRQ: Iraq,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2018,3.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,JAM: Jamaica,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2016,2.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Jamaica Youth Activity Survey 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,JAM: Jamaica,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2016,3.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Jamaica Youth Activity Survey 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
