Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md,
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,1982,18.71794872,I,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,1987,20.43589744,I,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,1992,20.42735043,I,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,1997,19.17216117,I,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,2002,20.58974359,E,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,2007,18.33333333,E,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,2012,21.92307692,E,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,2017,23.58974359,E,,0
CYP|Cyprus,196,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0,E,,0
CZE|Czechia,203,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.152091255,E,,0
CZE|Czechia,203,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.142205323,E,,0
CZE|Czechia,203,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.22661597,E,,0
CZE|Czechia,203,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.32851711,E,,0
CZE|Czechia,203,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.354372624,E,,0
CZE|Czechia,203,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.365019011,E,,0
PRK|Democratic People's Republic of Korea,408,Agricultural water withdrawal as % of total renewable water resources,4273,1997,8.567725211,I,,0
PRK|Democratic People's Republic of Korea,408,Agricultural water withdrawal as % of total renewable water resources,4273,2002,8.567725211,I,,0
PRK|Democratic People's Republic of Korea,408,Agricultural water withdrawal as % of total renewable water resources,4273,2007,8.567725211,I,,0
PRK|Democratic People's Republic of Korea,408,Agricultural water withdrawal as % of total renewable water resources,4273,2012,8.567725211,I,,0
PRK|Democratic People's Republic of Korea,408,Agricultural water withdrawal as % of total renewable water resources,4273,2017,8.567725211,I,,0
PRK|Democratic People's Republic of Korea,408,Agricultural water withdrawal as % of total renewable water resources,4273,2018,8.567725211,I,,0
COD|Democratic Republic of the Congo,180,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.006123149,I,,0
COD|Democratic Republic of the Congo,180,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.005604053,I,,0
COD|Democratic Republic of the Congo,180,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.005604053,I,,0
COD|Democratic Republic of the Congo,180,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.005604053,I,,0
COD|Democratic Republic of the Congo,180,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.005604053,I,,0
COD|Democratic Republic of the Congo,180,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.005604053,I,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,1972,4.866666667,I,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,1977,7.666666667,I,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,1982,9.266666667,I,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,1987,9.478888889,I,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,1992,6.616666667,I,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,1997,6.15,E,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,2002,2.753333333,E,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.958333333,E,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,2012,3.105,E,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,2017,7.842033333,E,,0
DNK|Denmark,208,Agricultural water withdrawal as % of total renewable water resources,4273,2018,10.54208333,E,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,1987,2.155555556,I,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,1992,1.711111111,I,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,1997,1.266666667,I,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,2002,1,I,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1,I,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1,I,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1,I,,0
DJI|Djibouti,262,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1,I,,0
DMA|Dominica,212,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.5,I,,0
DMA|Dominica,212,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.5,I,,0
DMA|Dominica,212,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.5,I,,0
DOM|Dominican Republic,214,Agricultural water withdrawal as % of total renewable water resources,4273,1997,26.43617021,I,,0
DOM|Dominican Republic,214,Agricultural water withdrawal as % of total renewable water resources,4273,2002,18.36085106,I,,0
DOM|Dominican Republic,214,Agricultural water withdrawal as % of total renewable water resources,4273,2007,21.18382979,I,,0
DOM|Dominican Republic,214,Agricultural water withdrawal as % of total renewable water resources,4273,2012,27.46468085,I,,0
DOM|Dominican Republic,214,Agricultural water withdrawal as % of total renewable water resources,4273,2017,32.18297872,I,,0
DOM|Dominican Republic,214,Agricultural water withdrawal as % of total renewable water resources,4273,2018,32.18297872,I,,0
ECU|Ecuador,218,Agricultural water withdrawal as % of total renewable water resources,4273,2002,1.825497288,I,,0
ECU|Ecuador,218,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.825497288,I,,0
ECU|Ecuador,218,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.825497288,I,,0
ECU|Ecuador,218,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1.825497288,I,,0
ECU|Ecuador,218,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1.825497288,I,,0
EGY|Egypt,818,Agricultural water withdrawal as % of total renewable water resources,4273,1997,93.95826087,I,,0
EGY|Egypt,818,Agricultural water withdrawal as % of total renewable water resources,4273,2002,105.3913043,I,,0
EGY|Egypt,818,Agricultural water withdrawal as % of total renewable water resources,4273,2007,112.3478261,I,,0
EGY|Egypt,818,Agricultural water withdrawal as % of total renewable water resources,4273,2012,106.9565217,E,,0
EGY|Egypt,818,Agricultural water withdrawal as % of total renewable water resources,4273,2017,106.6956522,E,,0
EGY|Egypt,818,Agricultural water withdrawal as % of total renewable water resources,4273,2018,106.6956522,I,,0
SLV|El Salvador,222,Agricultural water withdrawal as % of total renewable water resources,4273,1992,1.279025504,E,,0
SLV|El Salvador,222,Agricultural water withdrawal as % of total renewable water resources,4273,1997,2.287780739,I,,0
SLV|El Salvador,222,Agricultural water withdrawal as % of total renewable water resources,4273,2002,3.914731633,I,,0
SLV|El Salvador,222,Agricultural water withdrawal as % of total renewable water resources,4273,2007,5.447278264,I,,0
SLV|El Salvador,222,Agricultural water withdrawal as % of total renewable water resources,4273,2012,5.447278264,I,,0
SLV|El Salvador,222,Agricultural water withdrawal as % of total renewable water resources,4273,2017,5.447278264,I,,0
SLV|El Salvador,222,Agricultural water withdrawal as % of total renewable water resources,4273,2018,5.447278264,I,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.002307692,E,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.002899408,I,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.003491124,I,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.003846154,I,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.003846154,I,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.003846154,I,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.003846154,I,,0
GNQ|Equatorial Guinea,226,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.003846154,I,,0
ERI|Eritrea,232,Agricultural water withdrawal as % of total renewable water resources,4273,2002,5.741626794,I,,0
ERI|Eritrea,232,Agricultural water withdrawal as % of total renewable water resources,4273,2007,7.518796993,I,,0
ERI|Eritrea,232,Agricultural water withdrawal as % of total renewable water resources,4273,2012,7.518796993,I,,0
ERI|Eritrea,232,Agricultural water withdrawal as % of total renewable water resources,4273,2017,7.518796993,I,,0
ERI|Eritrea,232,Agricultural water withdrawal as % of total renewable water resources,4273,2018,7.518796993,I,,0
EST|Estonia,233,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.151179135,I,,0
EST|Estonia,233,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.234265188,E,,0
EST|Estonia,233,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.059347181,E,,0
EST|Estonia,233,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.0346397,E,,0
EST|Estonia,233,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.034875449,E,,0
EST|Estonia,233,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.037002733,E,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,1982,14.80266075,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,1987,16.88691796,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,1992,18.97117517,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,1997,21.05543237,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,2002,22.3059867,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,2007,22.3059867,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,2012,22.3059867,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,2017,22.3059867,I,,0
SWZ|Eswatini,748,Agricultural water withdrawal as % of total renewable water resources,4273,2018,22.3059867,I,,0
ETH|Ethiopia,231,Agricultural water withdrawal as % of total renewable water resources,4273,2002,4.265573771,E,,0
ETH|Ethiopia,231,Agricultural water withdrawal as % of total renewable water resources,4273,2007,6.138152012,I,,0
ETH|Ethiopia,231,Agricultural water withdrawal as % of total renewable water resources,4273,2012,7.139269747,I,,0
ETH|Ethiopia,231,Agricultural water withdrawal as % of total renewable water resources,4273,2017,7.940163934,I,,0
ETH|Ethiopia,231,Agricultural water withdrawal as % of total renewable water resources,4273,2018,7.940163934,I,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.063047286,E,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.106156541,E,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.149265796,E,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.175131349,E,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.175131349,I,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.175131349,I,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.175131349,I,,0
FJI|Fiji,242,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.175131349,I,,0
FIN|Finland,246,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.029090909,I,,0
FIN|Finland,246,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.043187091,E,,0
FIN|Finland,246,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.045454546,E,,0
FIN|Finland,246,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.103305785,I,,0
FIN|Finland,246,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.247933884,I,,0
FIN|Finland,246,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.363636364,E,,0
FIN|Finland,246,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.363636364,E,,0
FRA|France,250,Agricultural water withdrawal as % of total renewable water resources,4273,1992,2.331279621,E,,0
FRA|France,250,Agricultural water withdrawal as % of total renewable water resources,4273,1997,1.587677725,E,,0
FRA|France,250,Agricultural water withdrawal as % of total renewable water resources,4273,2002,2.033649289,E,,0
FRA|France,250,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.863981043,E,,0
FRA|France,250,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.38056872,E,,0
FRA|France,250,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1.39478673,E,,0
FRA|France,250,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1.39478673,I,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.002168675,E,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.010671918,I,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.019175162,I,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.024277108,I,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.024277108,I,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.024277108,I,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.024277108,I,,0
GAB|Gabon,266,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.024277108,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,1982,0.2275,E,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.304705882,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.381911765,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.459117647,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.49,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.49,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.49,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.49,I,,0
GMB|Gambia,270,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.49,I,,0
GEO|Georgia,268,Agricultural water withdrawal as % of total renewable water resources,4273,1992,3.017948313,E,,0
GEO|Georgia,268,Agricultural water withdrawal as % of total renewable water resources,4273,1997,2.497920943,E,,0
GEO|Georgia,268,Agricultural water withdrawal as % of total renewable water resources,4273,2002,1.977893573,E,,0
GEO|Georgia,268,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.672002826,E,,0
GEO|Georgia,268,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.190722473,E,,0
GEO|Georgia,268,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.768119375,E,,0
GEO|Georgia,268,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.722943313,E,,0
DEU|Germany,276,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.743993507,E,,0
DEU|Germany,276,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.299134199,E,,0
DEU|Germany,276,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.192884555,I,,0
DEU|Germany,276,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.170272734,E,,0
DEU|Germany,276,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.236735064,I,,0
DEU|Germany,276,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.259295186,I,,0
DEU|Germany,276,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.259295186,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,1972,0.336417556,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,1977,0.483511269,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,1982,0.630604982,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.777698695,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.924792408,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,1997,1.071886121,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,2002,1.253113879,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.485542705,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.71797153,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1.903914591,I,,0
GHA|Ghana,288,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1.903914591,I,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,1972,4.218421053,I,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,1977,5.601828651,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,1982,6.387538299,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,1987,8.538011696,I,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,1992,11.5497076,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,1997,11.11111111,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,2002,12.30994152,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,2007,12.36549708,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,2012,12.10964912,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,2017,11.85233918,E,,0
GRC|Greece,300,Agricultural water withdrawal as % of total renewable water resources,4273,2018,11.85233918,E,,0
GRD|Grenade,308,Agricultural water withdrawal as % of total renewable water resources,4273,1997,1.1,E,,0
GRD|Grenade,308,Agricultural water withdrawal as % of total renewable water resources,4273,2002,1.085294118,I,,0
GRD|Grenade,308,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.070588235,I,,0
GRD|Grenade,308,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.055882353,I,,0
GRD|Grenade,308,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1.05,I,,0
GRD|Grenade,308,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1.05,I,,0
GTM|Guatemala,320,Agricultural water withdrawal as % of total renewable water resources,4273,1992,1,,,4951
GTM|Guatemala,320,Agricultural water withdrawal as % of total renewable water resources,4273,1997,1.083782868,I,,0
GTM|Guatemala,320,Agricultural water withdrawal as % of total renewable water resources,4273,2002,1.215542178,I,,0
GTM|Guatemala,320,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.47447424,I,,0
GTM|Guatemala,320,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.47447424,I,,0
GTM|Guatemala,320,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1.47447424,I,,0
GTM|Guatemala,320,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1.47447424,I,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.284955752,E,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.229472187,I,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.173988622,I,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.137595003,I,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.177561166,I,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.21752733,I,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.257493493,I,,0
GIN|Guinea,324,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.265486726,E,,0
GNB|Guinea-Bissau,624,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.107006369,I,,0
GNB|Guinea-Bissau,624,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.458598726,I,,0
GNB|Guinea-Bissau,624,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.458598726,I,,0
GNB|Guinea-Bissau,624,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.458598726,I,,0
GNB|Guinea-Bissau,624,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.458598726,I,,0
GNB|Guinea-Bissau,624,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.458598726,I,,0
GNB|Guinea-Bissau,624,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.458598726,I,,0
GUY|Guyana,328,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.530627306,E,,0
GUY|Guyana,328,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.56798893,I,,0
GUY|Guyana,328,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.572915129,I,,0
GUY|Guyana,328,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.529188192,I,,0
GUY|Guyana,328,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.50295203,I,,0
GUY|Guyana,328,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.50295203,I,,0
GUY|Guyana,328,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.50295203,I,,0
HTI|Haiti,332,Agricultural water withdrawal as % of total renewable water resources,4273,1992,7.029667665,E,,0
HTI|Haiti,332,Agricultural water withdrawal as % of total renewable water resources,4273,1997,8.377651446,I,,0
HTI|Haiti,332,Agricultural water withdrawal as % of total renewable water resources,4273,2002,8.479532164,I,,0
HTI|Haiti,332,Agricultural water withdrawal as % of total renewable water resources,4273,2007,8.581412882,I,,0
HTI|Haiti,332,Agricultural water withdrawal as % of total renewable water resources,4273,2012,8.622165169,I,,0
HTI|Haiti,332,Agricultural water withdrawal as % of total renewable water resources,4273,2017,8.622165169,I,,0
HTI|Haiti,332,Agricultural water withdrawal as % of total renewable water resources,4273,2018,8.622165169,I,,0
HND|Honduras,340,Agricultural water withdrawal as % of total renewable water resources,4273,1992,1.4,,,4951
HND|Honduras,340,Agricultural water withdrawal as % of total renewable water resources,4273,1997,1.344616514,I,,0
HND|Honduras,340,Agricultural water withdrawal as % of total renewable water resources,4273,2002,1.289233027,I,,0
HND|Honduras,340,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.27815633,I,,0
HND|Honduras,340,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.27815633,I,,0
HND|Honduras,340,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1.27815633,I,,0
HND|Honduras,340,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1.27815633,I,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,1972,0.726076923,I,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,1977,0.928559436,E,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,1982,1.501618001,E,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,1987,1.830769231,I,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.9125,E,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.414807692,I,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.653461539,E,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.296314103,I,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.309615385,E,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.498653846,E,,0
HUN|Hungary,348,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.498653846,I,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,1982,0.002352941,I,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.002815126,E,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.041176471,E,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.041176471,I,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.041176471,E,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.020676471,I,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,2012,1.76E-04,E,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,2017,1.76E-04,I,,0
ISL|Iceland,352,Agricultural water withdrawal as % of total renewable water resources,4273,2018,1.76E-04,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,1977,19.71427076,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,1982,22.76518918,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,1987,24.38641478,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,1992,25.10230781,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,1997,27.67701083,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,2002,30.57826155,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,2007,33.96933382,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,2012,36.00397718,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,2017,36.00397718,I,,0
IND|India,356,Agricultural water withdrawal as % of total renewable water resources,4273,2018,36.00397718,I,,0
IDN|Indonesia,360,Agricultural water withdrawal as % of total renewable water resources,4273,1992,3.662951404,I,,0
IDN|Indonesia,360,Agricultural water withdrawal as % of total renewable water resources,4273,1997,4.245504533,I,,0
IDN|Indonesia,360,Agricultural water withdrawal as % of total renewable water resources,4273,2002,5.244251959,I,,0
IDN|Indonesia,360,Agricultural water withdrawal as % of total renewable water resources,4273,2007,6.867290831,I,,0
IDN|Indonesia,360,Agricultural water withdrawal as % of total renewable water resources,4273,2012,8.490329703,I,,0
IDN|Indonesia,360,Agricultural water withdrawal as % of total renewable water resources,4273,2017,9.397136771,I,,0
IDN|Indonesia,360,Agricultural water withdrawal as % of total renewable water resources,4273,2018,9.397136771,I,,0
IRN|Iran (Islamic Republic of),364,Agricultural water withdrawal as % of total renewable water resources,4273,1997,57.49936152,I,,0
IRN|Iran (Islamic Republic of),364,Agricultural water withdrawal as % of total renewable water resources,4273,2002,61.6585793,I,,0
IRN|Iran (Islamic Republic of),364,Agricultural water withdrawal as % of total renewable water resources,4273,2007,62.75311029,I,,0
IRN|Iran (Islamic Republic of),364,Agricultural water withdrawal as % of total renewable water resources,4273,2012,62.75311029,I,,0
IRN|Iran (Islamic Republic of),364,Agricultural water withdrawal as % of total renewable water resources,4273,2017,62.75311029,I,,0
IRN|Iran (Islamic Republic of),364,Agricultural water withdrawal as % of total renewable water resources,4273,2018,62.75311029,I,,0
IRQ|Iraq,368,Agricultural water withdrawal as % of total renewable water resources,4273,1977,44.09748498,I,,0
IRQ|Iraq,368,Agricultural water withdrawal as % of total renewable water resources,4273,1982,44.36011574,I,,0
