Type,Policy area,Sub-policy area,Policy action,Country,Topics
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The Excise Tax (Imposition of Sugar Tax on Drinks) Regulations

As of 1 April 2019, the Statutory Instrument (S.I) 14 of 2019, Excise Tax (Imposition of Sugar Tax on Drinks) Regulations introduced a tax rate of SR4/litre (about US$0.30/litre) on beverages containing over 5g/100ml of sugar. Subject beverages include all beverages, except fresh locally produced drinks without any additives and plain milks but applies to bottled/canned fruit juices and flavoured milk drinks.
",Seychelles,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The Rates and Monetary Amounts &amp; the Amendment of the Revenue Laws Act

In December 2017, the South African government passed the Rates and Monetary Amounts and Amendment of Revenue Laws Act 2017 - Act No. 14 which introduced a Sugary Beverages Levy. The Levy is fixed at 2.1 cents ($0.17) per gram of sugar content in a sugary beverage that exceeds 4g per 100mL. The first 4g of sugar content in sugary beverages are not subject to the Levy. Sugary beverages include mineral waters and aerated waters, containing added sugar or other sweeteners or flavours, and other non-alcoholic beverages (excluding fruit or vegetable juices).

Evaluations

Stacey, N., et al. (2021). Changes in beverage purchases following the announcement and implementation of South Africa’s Health Promotion Levy: an observational study. Lancet Planetary Health. 5. e200-08.
",South Africa,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Value Added Tax on Sugary Drinks

In 2021, the Spanish government increased the Value Added Tax (VAT) for sugary drinks with the goal of tackling increased rates of overweight and obesity in the population. The new tax rate is set a 21% (an increase from 10%). This increase was approved through Law 11/2020 of 30th December on the 2021 General State Budget (LGPE) (article 69).
",Spain,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar–Sweetened Beverage Tax –&nbsp;Catalonia, Spain

In effect since 1 May 2017, the region of Catalonia, Spain, applies a tax on packaged sugary drinks (under Law 5/2017). Sugary drinks include soft drinks, flavoured water, chocolate drinks, sports drinks, cold tea and coffee drinks, energy drinks, fruit nectar drinks, vegetable drinks, and sweetened milk, alternative milk drinks, milkshakes and milk drinks with fruit juice. The Catalan regional government’s levy increases the price of drinks with 5–8g of sugar for every 100mL by 0.08 Euro&nbsp;per litre and the price of drinks with more than 8g of sugar for every 100mL by 0.12 Euro. Natural fruit juices, alcoholic beverages, sugar-free soft drinks and alternatives to milk with no added caloric sweeteners are not taxed.

Evaluations

Royo-Bordonada MA&nbsp;et al. (2019)&nbsp;Impact of an excise tax on the consumption of sugar-sweetened beverages in young people living in poorer neighbourhoods of Catalonia, Spain: a difference in differences study. BMC Public Health, 19(1), 1–11.
",Spain,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar Tax&nbsp;⸻Sri Lanka

Aug 20, Colombo: The World Health Organization (WHO) on a special request of Minister of Health, Nutrition and Indigenous Medicine Dr. Rajitha Senaratne, has made a proposal to increase taxes on soft drinks based on the sugar content.Sri Lanka Resident Representative of the World Health Organization Dr. Ms. Razia Pendse has handed over the proposal to the Minister of Health recently at the Ministry. Email on 9 November 2017 - Hon Minister of Finance declared just now, in his budget speech that a production tax of 50cents per gram of sugar will be applicable to all beverages from midnight today.How this tax will be calculated is not yet declared.
",Sri Lanka,"Sugar, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The Customs and Excise Ordinance

In effect since 27 May 2014, a 0.75 St Helenian pound (around $0.95) per litre excise duty is applied to high-sugar carbonated drinks in St Helena (Customs and Excise Ordinance Chapter 145, Section 5). High sugar carbonated drinks are defined as drinks containing 15g or more of sugar per litre.
",St Helena,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar Tax –&nbsp;St Vincent and the Grenadines

In effect since 1 May 2016, St Vincent and the Grenadines applies a value added tax of 15% to brown sugar. The measure was put in place to help encourage a reduction in sugar consumption. Revenue from the tax goes to a consolidated fund to help finance initiatives to treat diabetes.
",St Vincent and the Grenadines,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The Excise Tax Act

On 16 September 2017, the Excise Tax Act B.E. 2560 (2017) went into effect in Thailand introducing an excise sugar tax on certain beverages. An ad valorem rate is applied to the following beverages: artificial mineral water, soda water, and carbonated soft drinks without sugar or other sweeteners and without flavour; mineral water and carbonated soft drinks with added sugar or other sweeteners of flavours (14%); fruit and vegetable juices (10%). An additional specific tax on sugar is added to the ad valorem tax starting at 0.10 baht (around $0.0031) per litre for drinks containing over 6g to 8g; 0.30 baht (around $0.0095) per litre for drinks containing 8–10g; 0.50 baht (around $0.015) per litre for drinks containing 10–14g&nbsp;and 1 baht (about $0.031) per litre for drinks containing over 14g per 100mL of sugar. The sugar tax increases every two years and by the year 2023 onwards the tax will be 1 baht per litre for drinks containing 6–8g; 3 baht (around $0.095) for drinks from 8–10g; 5 baht (around $0.15) per litre for drinks over 10g.
",Thailand,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar–sweetened beverages tax –&nbsp;Tonga

As of 2013, Tonga taxes soft drinks containing sugar or sweeteners at 1 Pa’anga per litre (around $0.50). The 2013 taxes on animal fat products (eg&nbsp;lard and drippings) were increased in 2016 from 1 Pa’anga to 2 Pa’anga per kilogram (around $0.90), and on turkey tails from 1 Pa’anga to 1.5 Pa’anga (around $0.70).
",Tonga,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The UAE ​Excise Tax​ ​Law

On​ ​17​ ​August​ ​2017,​ ​the​ ​Federal​ ​Decree-Law​ ​No.​(7)​ of​ ​2017​ ​on​ ​Excise​ ​Tax​ ​(“UAE​ ​Excise Tax​ ​Law”) was introduced.​ ​The​ ​UAE​ ​Excise​ ​Tax​ ​Law​ ​came ​into​ ​effect​ ​on​ ​1​ ​October​ ​2017​. The excise tax applies to the import, manufacture, stockpiling or release of excisable goods. While the law does not list the goods that will be subject to the excise tax, the Federal Tax Authority has outlined that a 50% tax will be applied to all carbonated drinks, and a 100% tax will be&nbsp;applied to energy drinks.&nbsp;Carbonated drinks include any aerated beverage except for&nbsp;unflavoured aerated water. This includes&nbsp;concentrations, powders, gel or extracts intended to be made into an aerated beverage. Energy drinks include beverages which are marked, or sold as an energy drink, and contain stimulant substances that provide mental and physical stimulation.
",UAE,"Energy drinks, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The Soft Drinks Industry Levy – UK

In April 2018 the UK government’s Soft Drinks Industry Levy came into force (as outlined in the Finance Act 2017). The Soft Drink Industry Levy applies to any pre-packaged soft drink with added sugar, containing at least 5g&nbsp;of total sugars per 100mL&nbsp;of prepared drink. Soft drinks that have a total sugar content of more than 5g and less than 8g per 100mL are taxed 0.18 British pounds ($0.25) per litre and drinks that have a total sugar content of 8g or more per 100mL are taxed 0.24 British pounds ($0.34) per litre. Milk-based drinks, milk substitute drinks, pure fruit juices, or any other drinks with no added sugar, alcohol substitute drinks, and soft drinks of a specified description which are for use for medicinal or other specified purposes are exempt from the levy. The levy applies to soft drinks produced and packaged in the UK and soft drinks imported into the UK.

Evaluations

Pell D et al. (2021). Changes in soft drinks purcharsed by British households associeted with the UK soft drinks industry levy: controlled interrupted time series analysis.&nbsp;BMJ, 372.&nbsp;

Jones A et al. (2021). UK's sugar tax hits the sweet spot.&nbsp;BMJ,&nbsp;372.&nbsp;

Law C et al. (2020)&nbsp;An analysis of the stock market reaction to the announcements of the UK Soft Drinks Industry Levy. Economics &amp; Human Biology, 100834.

Scarborough P et al (2020). Impact of the announcement and implementation of the UK Soft Drinks Industry Levy on sugar content, price, product size and number of available soft drinks in the UK, 2015-19: A controlled interrupted time series analysis. PLoS Medicine, 17(2), e1003025.
",UK,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The Cook County Sweetened Beverage Tax Ordinance&nbsp;

In effect since 2 August 2017, a one cent per ounce excise tax is applied on the retail sale of all sweetened beverages in Cook County, Illinois (Cook County Sweetened Beverage Tax Ordinance, 16-5931). A sweetened beverage is defined as any non-alcoholic beverage, carbonated or non-carbonated, which contains any caloric sweetener or non-caloric sweetener, and is available for sale in a bottle or produced for sale through the use of syrup and/or powder.

Sweetened beverage does not include 100% natural fruit or vegetable juice, beverages in which milk, soy, rice or similar milk substitutes are the primary ingredient (more than 50%), infant formula, beverages for medical use, any syrup or powder that the consumer himself/herself combines with other ingredients to create a beverage. Penalties and fines exist for violations to the sweetened beverage tax.

Evaluation

Powell L et al (2020).&nbsp;The Impact of a Sweetened Beverage Tax on Beverage Volume Sold in Cook County, Illinois, and Its Border Area. ACP Journals, 172(6).&nbsp;
",USA,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar–sweetened beverages tax –&nbsp;San Francisco, USA

On 1 January 2018, a law taxing sugary drinks&nbsp;(Proposition V 11/8/2016)&nbsp;came into effect in San Francisco, California. An excise&nbsp;duty of $0.01&nbsp;per ounce applies to sugar-sweetened beverages containing added sugar and more than 25 calories per 12 ounces. The tax also applies to syrups and powders that can be made into&nbsp;sugar-sweetened beverages. Beverages containing solely 100% juice,&nbsp;artificially sweetened beverages, infant formula&nbsp;and milk products are exempt&nbsp;from the&nbsp;tax. Revenue from the tax goes into the City’s General Fund. An advisory committee will submit an annual report&nbsp;evaluating the impact of the tax on beverage prices, consumer purchasing&nbsp;behaviour and public health, and make&nbsp;recommendations on the potential establishment and/or funding of&nbsp;programmes to reduce the&nbsp;consumption of sugar-sweetened beverages.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugary drinks tax –&nbsp;Berkeley, USA

In November 2014, the city of Berkeley, California, passed a law (Ordinance 7388-NS) taxing sugary drinks. An excise duty of $0.01 per ounce of a sugar-sweetened beverage applies to soda, energy drinks and heavily pre-sweetened tea, as well as to the “added caloric sweeteners” used to produce them (note: tax on an ounce of added caloric sweeteners&nbsp;would be significantly more than $0.01). Infant formula, milk products, and natural fruit and vegetable juices are exempt.&nbsp;The Ordinance has a duration of 12 years and was implemented in March 2015 (initial effective date had been planned to be 1 January 2015). The revenue goes into the City's general fund, which funds community health and nutrition programmes.

Evaluations

Lee MM et al (2019)&nbsp;Sugar-sweetened beverage consumption 3 years after the Berkeley, California, sugar-sweetened beverage tax. American Journal of Public Health, 109(4), 637-639.

Silver, LD et al. (2017)&nbsp;Changes in prices, sales, consumer spending, and beverage consumption one year after a tax on sugar-sweetened beverages in Berkeley, California, US: A before-and-after study.&nbsp;PLoS Medicine,&nbsp;14(4),&nbsp;e1002283.

Falbe J et al. (2016)&nbsp;Impact of the Berkeley Excise Tax on Sugar-Sweetened Beverage Consumption.&nbsp;AJPH&nbsp;106(10), 1865-1871.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"The Healthy Diné Nation Act

In November 2014, the Navajo Nation adopted the Healthy Diné Nation Act&nbsp;(Legislation No CN-54-14) into law. It includes a 2% tax on “minimal-to-no-nutritional value food items”, including sugar-sweetened beverages, pre-packaged and non-prepackaged snacks stripped of essential nutrients and high in salt, saturated fat and sugar including sweets, chips and crisps. The tax was implemented on 1 April 2015. Revenue from the tax is earmarked for the Community Wellness Development Projects Fund and used for projects such as farming, vegetable gardens, greenhouses, farmers' markets, healthy convenience stores, clean water, exercise equipment and health classes. The tax is collected through self-reporting.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Soda tax - Albany, USA

In November 2016, the City of Albany passed Ordinance 2016-02 which introduced a $0.01 per ounce general tax, with no expiration date. The policy came into effect on 1 April 2017. The ordinance imposes a general tax on the distribution of sugar-sweetened beverages including soda, energy drinks, and heavily sweetened tea, as well as added caloric sweeteners used to produce these sugar-sweetened beverages (for example the premade syrup used to make fountain drinks). “Added caloric sweetener” is defined as any substance or combination of substances that is suitable for human consumption, adds calories to the diet if consumed, is perceived as sweet when consumed and is used for making, mixing, or compounding sugar-sweetened beverages by combining the substance or substances with one or more ingredients including, without limitation, water, ice, powder, coffee, tea, fruit juice, vegetable juice, or carbonation or other gas. Added caloric sweeteners include sucrose, fructose, glucose, other sugars, and high fructose corn syrup. The tax does not apply to infant formula, milk products, natural fruit and vegetable juice.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar–sweetened beverages tax –&nbsp;Philadelphia, USA

In effect since 1 January 2017, a $0.15 per ounce tax is applied to sugary and diet beverages distributed or supplied in Philadelphia, Pennsylvania (Bill 160176). The tax is applied to any non-alcoholic beverage with caloric sugar-based sweetener or artificial sugar substitute listed as an ingredient, including soda, non-100% fruit drinks, sports drinks, flavoured water, energy drinks, pre-sweetened coffee or tea, and non-alcoholic beverages intended to be mixed into an alcoholic drink. The tax also applies to any non-alcoholic syrups or other concentrate used in beverages (both caloric sugar-based sweetener and artificial sugar substitute) at a rate of $0.15 per ounce on the resulting beverage. Revenue from the tax is planned to help fund community initiatives including pre-kindergarten schooling, community schools, parks, recreations centres and libraries. In June 2017, the Philadelphia Court of Common Pleas ruled that the tax is lawful, following an appeal by the American Beverage Association, local restaurants and merchant associations. The case is now on the way to the Supreme Court of Pennsylvania.

Evaluations

Roberto CA et al. (2019)&nbsp;Association of a Beverage Tax on Sugar-Sweetened and Artificially Sweetened Beverages With Changes in Beverage Prices and Sales at Chain Retailers in a Large Urban Setting.&nbsp;JAMA,&nbsp;321(18), 1799-1810.

Zhong Y et al. (2018)&nbsp;The short-term impacts of the Philadelphia beverage tax on beverage consumption.&nbsp;American Journal of Preventive Medicine,&nbsp;55(1),&nbsp;26-34.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar–sweetened beverages tax –&nbsp;Boulder, USA

In effect since 1 July 2017, a $0.02 per ounce excise tax is applied on the distribution of sugar- sweetened beverages in Boulder, Colorado (Ordinance No. 8130). A sugar-sweetened beverage is defined as any non-alcoholic beverage which contains at least 5g of caloric sweetener per 12 fluid ounces. Products exempt from the tax include any milk product, infant formula, any alcoholic beverage, any beverage for medical use and any distribution of syrups and powders sold directly to a consumer intended for personal use. The Sugar Sweetened Beverage Product Distribution Tax is a voter-initiated tax that was adopted by Boulder voters in the November 2016 election. The revenue will be spent on health promotion, general wellness programmes and chronic disease prevention that improve health equity such as access to safe and clean drinking water, healthy foods, nutrition and food education, physical activity, and other health programmes especially for residents with low income and those most affected by chronic disease linked to sugary drink consumption. Those who fail to file their returns and remit tax payments will be subject to enforcement action.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar–sweetened beverages tax –&nbsp;Oakland, USA

In effect since 1 July, 2017, a $0.01 per ounce excise tax is applied on the distribution of sugar-sweetened beverages in Oakland, California (Ordinance No. 86161). Sugar-sweetened beverages are defined as any beverage to which one or more caloric sweeteners have been added and that contain 25 calories or more per 12 fluid ounces of beverage. Taxed beverages include sodas, sports drinks, sweetened teas and energy drinks. Exemptions include milk products, 100% juice, infant or baby formula, diet drinks or drinks taken for medical reasons. The Sugar-Sweetened Beverage Distribution Tax was approved by voters in the November 2016 election. “Distribution” includes the sale of beverages or sweeteners by one business to another (such as a sale from a wholesale business to a retail business) or the transfer of beverages or sweeteners from a wholesale unit of a business to one of its retail units. “Distribution” does not include retail sales to customers. The distribution of sugar-sweetened beverages will not be taxed more than once in the chain of commerce. Revenue from the tax will be deposited into the City’s general fund, and the City could use the revenue for any lawful governmental purpose. The tax will not apply to any distributor that is a small business. “Small Business” is defined as a business with less than $100,000 in yearly gross sales, if the business distributes sugar-sweetened beverages directly to consumers.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Sugar–sweetened beverages tax –&nbsp;Seattle, USA

On 1 January 2018, a law taxing sugary drinks (Council Bill 118965 6/5/2017) came into effect in Seattle, Washington. An excise duty of $0.175 per fluid ounce of sugar-sweetened beverages and $0.01 per ounce for manufacturers (with a worldwide gross income of more than $2m but less than $5m) applies to beverages with caloric sweeteners and the syrups and powders that are used to prepare them, including sodas, energy drinks, fruit drinks, sweetened teas and ready-to-drink coffee drinks. Beverages that contain fewer than 40 calories per 12-ounce serving: beverages with milk as the principle ingredient, 100% natural fruit and vegetable juice, meal replacement beverages, infant formula and concentrates used in combination with other ingredients to create a beverage are excluded from the tax. The Sweetened Beverage Tax Community Advisory Board will review and make recommendations on the plans to implement and review programmes funded with the revenue. For the first five years, 20% of the funds raised from the tax will be set aside for one-time expenditures, then this allotment will cease. The remainder of the funds will support public health, nutrition education, food security and healthy affordable food access; evidence-based programmes that address disparities, administration of the tax and Advisory Board and programme evaluation.
",USA,"Fat, Sugar, Sugary drinks, Sugary drinks tax, Tax"
Nourishing,Use economic tools to address food affordability and purchase incentives,Health-related food taxes,"Excise tax on carbonated drinks –&nbsp;Vanuatu

In effect since 9 February 2015, a 50 vatu (around $0.47) per litre excise duty is applied to carbonated beverages containing added sugar or other sweetening matter in Vanuatu (Excise (Amendment) Act No.32). Beverage is defined as ""waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured"".
",Vanuatu,"Sugar, Sugary drinks, Sugary drinks tax, Tax"
