Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","5.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","5.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","5.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","5.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","5.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","5.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","7.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","6.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","7.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","17.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","15.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","13.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","13.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","10.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","8.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","8.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","7.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","8.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","27.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","26.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","27.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","27.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","26.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","24.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","23.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","24.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","22.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","20.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","17.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","16.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","15.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","14.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","13.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","12.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","12.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","11.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","13.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","23.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","24.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","24.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","23.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","22.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","22.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","22.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","21.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","21.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","20.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","19.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","19.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","19.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","20.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","21.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","21.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","22.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","21.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","10.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","9.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","5.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","5.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","4.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","3.2","E","Estimated value",""
