ISO,datatype,rcsi_people,rcsi_prevalence,method,date,year,month,day,i,rCSI_monthly,biweek,rCSI_biweekly,wb_region,incgrp,country
ARM,PREDICTION,,,Predicted,04/10/21,2021,10,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/10/21,2021,10,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/10/21,2021,10,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/10/21,2021,10,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/10/21,2021,10,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/10/21,2021,10,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/10/21,2021,10,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/10/21,2021,10,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/10/21,2021,10,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/10/21,2021,10,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/10/21,2021,10,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/10/21,2021,10,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/10/21,2021,10,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/10/21,2021,10,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/10/21,2021,10,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/10/21,2021,10,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,20/10/21,2021,10,20,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,21/10/21,2021,10,21,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,22/10/21,2021,10,22,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,23/10/21,2021,10,23,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,24/10/21,2021,10,24,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,25/10/21,2021,10,25,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,26/10/21,2021,10,26,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,27/10/21,2021,10,27,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,28/10/21,2021,10,28,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,29/10/21,2021,10,29,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,30/10/21,2021,10,30,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,31/10/21,2021,10,31,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,01/11/21,2021,11,1,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,02/11/21,2021,11,2,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,03/11/21,2021,11,3,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,04/11/21,2021,11,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/11/21,2021,11,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/11/21,2021,11,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/11/21,2021,11,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/11/21,2021,11,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/11/21,2021,11,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/11/21,2021,11,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/11/21,2021,11,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/11/21,2021,11,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/11/21,2021,11,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/11/21,2021,11,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/11/21,2021,11,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/11/21,2021,11,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/11/21,2021,11,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/11/21,2021,11,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/11/21,2021,11,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,20/11/21,2021,11,20,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,21/11/21,2021,11,21,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,22/11/21,2021,11,22,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,23/11/21,2021,11,23,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,24/11/21,2021,11,24,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,25/11/21,2021,11,25,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,26/11/21,2021,11,26,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,27/11/21,2021,11,27,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,28/11/21,2021,11,28,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,29/11/21,2021,11,29,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,30/11/21,2021,11,30,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,01/12/21,2021,12,1,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,02/12/21,2021,12,2,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,03/12/21,2021,12,3,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,04/12/21,2021,12,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/12/21,2021,12,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/12/21,2021,12,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/12/21,2021,12,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/12/21,2021,12,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/12/21,2021,12,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/12/21,2021,12,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/12/21,2021,12,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/12/21,2021,12,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/12/21,2021,12,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/12/21,2021,12,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/12/21,2021,12,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/12/21,2021,12,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/12/21,2021,12,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/12/21,2021,12,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/12/21,2021,12,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,20/12/21,2021,12,20,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,21/12/21,2021,12,21,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,22/12/21,2021,12,22,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,23/12/21,2021,12,23,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,24/12/21,2021,12,24,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,25/12/21,2021,12,25,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,26/12/21,2021,12,26,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,27/12/21,2021,12,27,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,28/12/21,2021,12,28,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,29/12/21,2021,12,29,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,30/12/21,2021,12,30,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,31/12/21,2021,12,31,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,01/01/22,2022,1,1,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,02/01/22,2022,1,2,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,03/01/22,2022,1,3,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,04/01/22,2022,1,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/01/22,2022,1,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/01/22,2022,1,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/01/22,2022,1,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/01/22,2022,1,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/01/22,2022,1,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/01/22,2022,1,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/01/22,2022,1,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/01/22,2022,1,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/01/22,2022,1,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/01/22,2022,1,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/01/22,2022,1,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/01/22,2022,1,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/01/22,2022,1,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/01/22,2022,1,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/01/22,2022,1,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,20/01/22,2022,1,20,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,21/01/22,2022,1,21,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,22/01/22,2022,1,22,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,23/01/22,2022,1,23,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,24/01/22,2022,1,24,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,25/01/22,2022,1,25,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,26/01/22,2022,1,26,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,27/01/22,2022,1,27,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,28/01/22,2022,1,28,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,29/01/22,2022,1,29,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,30/01/22,2022,1,30,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,31/01/22,2022,1,31,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,01/02/22,2022,2,1,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,02/02/22,2022,2,2,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,03/02/22,2022,2,3,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,04/02/22,2022,2,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/02/22,2022,2,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/02/22,2022,2,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/02/22,2022,2,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/02/22,2022,2,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/02/22,2022,2,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/02/22,2022,2,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/02/22,2022,2,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/02/22,2022,2,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/02/22,2022,2,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/02/22,2022,2,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/02/22,2022,2,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/02/22,2022,2,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/02/22,2022,2,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/02/22,2022,2,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/02/22,2022,2,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,20/02/22,2022,2,20,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,21/02/22,2022,2,21,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,22/02/22,2022,2,22,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,23/02/22,2022,2,23,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,24/02/22,2022,2,24,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,25/02/22,2022,2,25,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,26/02/22,2022,2,26,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,27/02/22,2022,2,27,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,28/02/22,2022,2,28,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,01/03/22,2022,3,1,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,02/03/22,2022,3,2,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,03/03/22,2022,3,3,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,04/03/22,2022,3,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/03/22,2022,3,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/03/22,2022,3,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/03/22,2022,3,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/03/22,2022,3,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/03/22,2022,3,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/03/22,2022,3,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/03/22,2022,3,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/03/22,2022,3,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/03/22,2022,3,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/03/22,2022,3,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/03/22,2022,3,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/03/22,2022,3,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/03/22,2022,3,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/03/22,2022,3,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/03/22,2022,3,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,20/03/22,2022,3,20,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,21/03/22,2022,3,21,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,22/03/22,2022,3,22,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,23/03/22,2022,3,23,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,24/03/22,2022,3,24,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,25/03/22,2022,3,25,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,26/03/22,2022,3,26,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,27/03/22,2022,3,27,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,28/03/22,2022,3,28,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,29/03/22,2022,3,29,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,30/03/22,2022,3,30,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,31/03/22,2022,3,31,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,01/04/22,2022,4,1,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,02/04/22,2022,4,2,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,03/04/22,2022,4,3,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,04/04/22,2022,4,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/04/22,2022,4,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/04/22,2022,4,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/04/22,2022,4,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/04/22,2022,4,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/04/22,2022,4,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/04/22,2022,4,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/04/22,2022,4,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/04/22,2022,4,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/04/22,2022,4,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/04/22,2022,4,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/04/22,2022,4,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/04/22,2022,4,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/04/22,2022,4,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/04/22,2022,4,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/04/22,2022,4,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,20/04/22,2022,4,20,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,21/04/22,2022,4,21,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,22/04/22,2022,4,22,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,23/04/22,2022,4,23,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,24/04/22,2022,4,24,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,25/04/22,2022,4,25,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,26/04/22,2022,4,26,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,27/04/22,2022,4,27,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,28/04/22,2022,4,28,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,29/04/22,2022,4,29,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,30/04/22,2022,4,30,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,01/05/22,2022,5,1,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,02/05/22,2022,5,2,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,03/05/22,2022,5,3,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,04/05/22,2022,5,4,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,05/05/22,2022,5,5,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,06/05/22,2022,5,6,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,07/05/22,2022,5,7,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,08/05/22,2022,5,8,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,09/05/22,2022,5,9,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,10/05/22,2022,5,10,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,11/05/22,2022,5,11,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,12/05/22,2022,5,12,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,13/05/22,2022,5,13,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,14/05/22,2022,5,14,ARM,,1,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,15/05/22,2022,5,15,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,16/05/22,2022,5,16,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,17/05/22,2022,5,17,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,18/05/22,2022,5,18,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
ARM,PREDICTION,,,Predicted,19/05/22,2022,5,19,ARM,,2,,Europe & Central Asia,Upper middle income,Armenia
