country,ISO,year,accountability,accountability_lower,accountability_upper,incgrp,wb_region,UNmemberstate,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code
Estonia,EST,2001,1.702,1.5039999,1.8890001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,233
Ethiopia,ETH,1967,-1.1059999,-1.326,-.92900002,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1985,-1.653,-1.9349999,-1.4450001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1962,-1.115,-1.341,-.93599999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1973,-1.0930001,-1.296,-.90200001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1966,-1.113,-1.295,-.90799999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1997,-.36300001,-.55400002,-.152,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1995,-.34999999,-.54900002,-.153,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1984,-1.665,-1.915,-1.443,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1980,-1.661,-1.888,-1.419,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2007,-.324,-.51499999,-.134,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2002,-.368,-.57800001,-.185,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2001,-.36300001,-.551,-.15700001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1963,-1.117,-1.303,-.90899998,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1991,-.74900001,-.954,-.56699997,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2008,-.32600001,-.505,-.117,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1990,-1.293,-1.494,-1.102,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1989,-1.318,-1.5140001,-1.122,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1961,-1.119,-1.309,-.917,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1996,-.35800001,-.54900002,-.15700001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2000,-.38299999,-.56900001,-.18700001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1974,-1.177,-1.378,-.98299998,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1998,-.36000001,-.55199999,-.16,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1988,-1.3200001,-1.501,-1.105,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1960,-1.122,-1.322,-.93000001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1994,-.38,-.56999999,-.182,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2011,-.45699999,-.63599998,-.24699999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2021,.016000001,-.17399999,.21699999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1986,-1.6670001,-1.896,-1.42,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1982,-1.66,-1.899,-1.427,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2018,-.183,-.38800001,.0089999996,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1978,-1.681,-1.9069999,-1.443,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2016,-.465,-.648,-.264,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1979,-1.683,-1.934,-1.457,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2013,-.45199999,-.64300001,-.23899999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1976,-1.678,-1.9,-1.433,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2003,-.36399999,-.57099998,-.168,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1992,-.616,-.83099997,-.43000001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2005,-.242,-.43799999,-.055,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2004,-.37599999,-.59399998,-.199,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2012,-.454,-.65100002,-.264,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1983,-1.658,-1.898,-1.424,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1977,-1.674,-1.9170001,-1.441,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2019,.077,-.106,.289,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2017,-.47799999,-.69,-.296,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1971,-1.09,-1.268,-.866,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2010,-.47499999,-.67900002,-.29100001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1968,-1.109,-1.321,-.917,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1964,-1.113,-1.309,-.92199999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1987,-1.351,-1.5369999,-1.1339999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1969,-1.086,-1.295,-.89099997,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1981,-1.653,-1.887,-1.421,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2014,-.44400001,-.63300002,-.241,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1965,-1.1059999,-1.2920001,-.90100002,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2015,-.44100001,-.62599999,-.226,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1972,-1.089,-1.29,-.88700002,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1975,-1.5779999,-1.824,-1.364,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2006,-.33700001,-.52200001,-.117,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1970,-1.084,-1.27,-.88,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1999,-.35699999,-.542,-.15000001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,1993,-.61000001,-.81999999,-.41999999,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2020,.034000002,-.139,.25400001,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Ethiopia,ETH,2009,-.33399999,-.50999999,-.106,Low income,Sub-Saharan Africa,1,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
Finland,FIN,1960,1.658,1.439,1.847,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2021,1.813,1.612,2.0120001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1997,1.8890001,1.683,2.073,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1996,1.886,1.675,2.0639999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2007,1.926,1.737,2.1240001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1980,1.6799999,1.5,1.8890001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2000,1.8940001,1.71,2.1099999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1998,1.886,1.706,2.0969999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2001,1.8940001,1.706,2.0969999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2017,1.813,1.6109999,2.0079999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1994,1.883,1.675,2.0710001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1971,1.682,1.4960001,1.8839999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1966,1.6440001,1.459,1.851,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1981,1.7,1.506,1.899,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1993,1.89,1.693,2.098,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1992,1.875,1.676,2.0710001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1979,1.691,1.498,1.901,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1988,1.77,1.582,1.984,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1999,1.886,1.701,2.1010001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2013,1.934,1.757,2.1459999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1985,1.752,1.557,1.9579999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1984,1.749,1.574,1.965,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1982,1.73,1.525,1.914,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1983,1.751,1.554,1.956,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1972,1.677,1.472,1.868,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1995,1.891,1.6720001,2.075,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1975,1.684,1.489,1.874,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1991,1.886,1.687,2.075,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1961,1.656,1.475,1.88,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1973,1.669,1.479,1.875,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2004,1.887,1.675,2.0739999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2010,1.921,1.739,2.141,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2006,1.9119999,1.696,2.0880001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2005,1.887,1.6799999,2.079,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1962,1.655,1.452,1.845,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2012,1.885,1.698,2.0880001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2016,1.793,1.609,2.0039999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2019,1.821,1.624,2.0179999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2018,1.858,1.6670001,2.0550001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1989,1.766,1.597,1.9910001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1976,1.684,1.476,1.8660001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2015,1.788,1.604,1.995,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1970,1.682,1.485,1.878,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1978,1.688,1.488,1.877,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1967,1.661,1.47,1.865,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1990,1.8660001,1.689,2.0829999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2011,1.89,1.699,2.1040001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2009,1.9170001,1.725,2.118,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1968,1.684,1.4910001,1.885,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1969,1.678,1.477,1.869,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2020,1.836,1.648,2.0469999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1965,1.673,1.475,1.869,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1977,1.6799999,1.474,1.877,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2008,1.921,1.723,2.1140001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2002,1.896,1.693,2.0880001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1964,1.6619999,1.482,1.888,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1987,1.766,1.567,1.959,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2003,1.885,1.692,2.0840001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1963,1.66,1.465,1.8609999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,2014,1.933,1.719,2.112,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1974,1.681,1.467,1.865,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Finland,FIN,1986,1.763,1.567,1.964,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,246
Fiji,FJI,1973,.85799998,.68099999,1.074,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1969,.55299997,.36500001,.75800002,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1970,.79299998,.59600002,.986,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1966,.52600002,.30399999,.69499999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1962,.191,0,.40000001,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1992,.54299998,.34099999,.73900002,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1981,.86699998,.68400002,1.0779999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1980,.86299998,.64600003,1.036,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2017,.42500001,.214,.60799998,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2009,-.38100001,-.59299999,-.147,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2015,.40900001,.215,.60299999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2002,.71200001,.50800002,.903,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1986,.86799997,.66500002,1.053,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2005,.70599997,.51300001,.90499997,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2003,.70999998,.50199997,.90399998,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1974,.86000001,.662,1.054,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1993,.74000001,.56,.94599998,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1963,.33199999,.13500001,.52600002,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1965,.338,.15099999,.54500002,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1975,.84600002,.648,1.0369999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1982,.86199999,.66500002,1.057,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1989,.154,-.081,.37900001,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1968,.551,.34799999,.73900002,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1987,.373,.198,.59100002,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1976,.85600001,.667,1.066,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2019,.34,.138,.528,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2006,.391,.197,.58899999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1983,.86000001,.65200001,1.0470001,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2018,.36399999,.153,.55199999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1964,.33399999,.139,.53500003,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1997,.80599999,.634,1.03,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1998,.81800002,.61500001,1.01,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1961,.18000001,-.028999999,.375,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2012,-.5,-.72600001,-.271,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2000,.52600002,.32100001,.704,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2014,.303,.102,.49900001,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2021,.359,.15800001,.54500002,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1972,.85399997,.67199999,1.064,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1985,.86000001,.63599998,1.029,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1978,.85699999,.648,1.046,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1977,.86400002,.67000002,1.066,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1960,.176,-.050999999,.345,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1979,.85500002,.65700001,1.057,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2020,.38600001,.17399999,.57999998,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1994,.72299999,.50300002,.90399998,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1988,.145,-.075999998,.373,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1996,.73000002,.51899999,.917,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2007,-.303,-.52600002,-.071999997,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2016,.39700001,.197,.58700001,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1999,.82200003,.60399997,1,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1990,.162,-.050999999,.39300001,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1995,.72000003,.52200001,.917,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1984,.85900003,.66900003,1.058,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2010,-.53899997,-.77200001,-.322,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1991,.168,-.079000004,.38299999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2013,-.204,-.435,.017999999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2011,-.53399998,-.74299997,-.30000001,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2004,.71499997,.51700002,.91399997,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2001,.69099998,.486,.87099999,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1967,.55900002,.34400001,.73400003,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,2008,-.33500001,-.55699998,-.113,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
Fiji,FJI,1971,.85299999,.64700001,1.051,Upper middle income,East Asia & Pacific,1,,009,Oceania,054,Melanesia,,,242
France,FRA,1982,1.65,1.448,1.84,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1974,1.573,1.353,1.749,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1980,1.61,1.419,1.808,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1962,1.317,1.107,1.5039999,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2009,1.723,1.534,1.921,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2017,1.7309999,1.526,1.909,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2007,1.698,1.508,1.902,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1992,1.67,1.4809999,1.8789999,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2003,1.663,1.452,1.851,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2010,1.726,1.523,1.919,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1968,1.346,1.159,1.552,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1984,1.652,1.443,1.834,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2008,1.7309999,1.541,1.934,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1960,1.294,1.0930001,1.484,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2011,1.737,1.546,1.9349999,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,2000,1.668,1.4529999,1.845,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1987,1.652,1.452,1.84,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1983,1.648,1.4579999,1.851,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1979,1.6059999,1.416,1.808,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
France,FRA,1972,1.541,1.341,1.738,High income,Europe & Central Asia,1,,150,Europe,155,Western Europe,,,250
