ISO,country,year,wb_region,incgrp,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fpi_sd,fpi_cv,fpi_mean,CPI_food
COM,Comoros,2003,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.025192814,.79458714,.03170554,77.383652
COM,Comoros,2004,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.016023444,.95796329,.016726574,79.932762
COM,Comoros,2005,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.018131785,1.2183533,.014882207,81.218163
COM,Comoros,2006,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.019719884,.58388555,.033773541,83.796379
COM,Comoros,2007,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.029354999,.89958596,.032631677,89.560883
COM,Comoros,2008,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.028038444,.78265512,.035824776,93.886139
COM,Comoros,2009,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.025290105,.93274075,.027113756,87.111603
COM,Comoros,2010,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.029772718,.9465214,.03145488,89.361084
COM,Comoros,2011,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.020831158,.71964002,.028946638,91.172974
COM,Comoros,2012,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.010404704,.71412623,.014569839,96.041931
COM,Comoros,2013,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.01245695,.86743295,.014360706,96.426605
COM,Comoros,2014,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.015963273,.90380758,.017662248,98.415588
COM,Comoros,2015,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.016191751,1.2867128,.012583812,100.02927
COM,Comoros,2016,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.00962123,.60651183,.015863219,102.61666
COM,Comoros,2017,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.016098667,1.1435771,.014077465,103.45516
COM,Comoros,2018,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.0162453,.75987768,.021378836,106.00992
COM,Comoros,2019,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.009876688,.61244124,.016126752,111.21091
COM,Comoros,2020,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.010704674,.71618605,.014946778,111.61227
COM,Comoros,2021,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,174,.0072028018,.56046146,.012851556,108.6098
CPV,Cabo Verde,2000,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,6.9888483e-06,.0048113479,.001452576,61.542511
CPV,Cabo Verde,2001,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.000066071036,.015433966,.0042808852,62.794025
CPV,Cabo Verde,2002,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.000059746832,.014673637,.0040717125,66.012207
CPV,Cabo Verde,2003,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.000054293407,.013986041,.0038819711,69.230392
CPV,Cabo Verde,2004,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.000030882144,.010548974,.0029275019,69.383324
CPV,Cabo Verde,2005,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.011227829,.97626877,.011500756,71.959442
CPV,Cabo Verde,2006,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.007626696,.81260699,.0093854666,76.836716
CPV,Cabo Verde,2007,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0044684582,.61521697,.0072632232,80.690323
CPV,Cabo Verde,2008,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0088781845,.71201074,.012469172,88.027641
CPV,Cabo Verde,2009,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0059804106,1.0507712,.0056914487,89.769501
CPV,Cabo Verde,2010,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0074838763,1.0898932,.0068666139,91.740021
CPV,Cabo Verde,2011,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0064327698,.79195529,.0081226425,96.521713
CPV,Cabo Verde,2012,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0066584954,.87166184,.0076388516,99.08271
CPV,Cabo Verde,2013,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0046705366,.61119932,.0076415935,99.749863
CPV,Cabo Verde,2014,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0038121357,.70560032,.0054026842,98.569572
CPV,Cabo Verde,2015,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0032681813,.74976045,.0043589673,100.00341
CPV,Cabo Verde,2016,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0036939755,.69703329,.0052995682,99.357162
CPV,Cabo Verde,2017,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0038989345,.69570816,.0056042671,99.171288
CPV,Cabo Verde,2018,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0019721503,.62212682,.0031700134,99.616264
CPV,Cabo Verde,2019,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0066876202,1.0354341,.0064587593,101.00093
CPV,Cabo Verde,2020,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0025020866,.62478489,.0040047169,102.64709
CPV,Cabo Verde,2021,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,.0043569994,.50775886,.0085808439,103.20962
CRI,Costa Rica,2000,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0071649109,.67820495,.010564522,25.345287
CRI,Costa Rica,2001,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0082762102,.7798894,.010612031,28.033802
CRI,Costa Rica,2002,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0074562761,.73439318,.010152976,30.883358
CRI,Costa Rica,2003,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0081030307,.9618842,.0084241228,33.588123
CRI,Costa Rica,2004,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0074462625,.52537662,.01417319,38.59082
CRI,Costa Rica,2005,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0065716994,.43687651,.015042464,45.45879
CRI,Costa Rica,2006,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0064447336,.6251018,.010309895,50.729713
CRI,Costa Rica,2007,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.012749631,.78033012,.016338766,58.391758
CRI,Costa Rica,2008,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0065049659,.37984386,.017125368,72.342407
CRI,Costa Rica,2009,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0063579693,.82450974,.0077112117,78.249962
CRI,Costa Rica,2010,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0062591108,.73798579,.0084813433,81.878242
CRI,Costa Rica,2011,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0074758427,.92482716,.0080835028,86.462814
CRI,Costa Rica,2012,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0050956751,.92391002,.005515337,89.518745
CRI,Costa Rica,2013,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0045331889,.85057962,.0053295293,92.944153
CRI,Costa Rica,2014,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0056348476,.71619701,.0078677339,96.914711
CRI,Costa Rica,2015,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.004560627,.96589863,.0047216415,100
CRI,Costa Rica,2016,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0073945508,.84745443,.0087256031,99.187073
CRI,Costa Rica,2017,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0054624714,.59641975,.0091587706,100.85762
CRI,Costa Rica,2018,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0032153856,.77861005,.0041296482,102.50359
CRI,Costa Rica,2019,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0049518934,.85328817,.0058033071,103.32101
CRI,Costa Rica,2020,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.005822245,.73643005,.0079060392,103.82021
CRI,Costa Rica,2021,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,013,Central America,188,.0067001586,.68769407,.0097429352,106.14714
CUW,Curaçao,2000,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.00015325297,.022545317,.0067975521,43.233376
CUW,Curaçao,2001,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.00014332622,.022732228,.0063049793,46.758305
CUW,Curaçao,2002,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0001238812,.021135438,.0058613024,50.28323
CUW,Curaçao,2003,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.00010816017,.019751683,.0054759979,53.808159
CUW,Curaçao,2004,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.00009520389,.018528365,.005138278,57.333084
CUW,Curaçao,2005,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.000084421437,.017443389,.0048397384,60.858013
CUW,Curaçao,2006,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.000075432254,.016491454,.0045740209,64.382942
CUW,Curaçao,2007,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.00006777286,.015630273,.0043359995,67.907867
CUW,Curaçao,2008,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.000061237115,.014858103,.0041214623,71.432793
CUW,Curaçao,2009,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.000055585984,.01415399,.0039272308,74.957718
CUW,Curaçao,2010,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.000050655784,.013509044,.003749768,78.482307
CUW,Curaçao,2011,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.00013777119,.022287168,.0061816373,83.438347
CUW,Curaçao,2012,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.000088522429,.017860211,.0049564042,89.128609
CUW,Curaçao,2013,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,6.7827186e-06,.0049370248,.0013738474,92.3759
CUW,Curaçao,2014,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0018674644,.39975399,.0046715341,96.404144
CUW,Curaçao,2015,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0030142281,1.2503178,.0024107695,100.00186
CUW,Curaçao,2016,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0019728059,.76853383,.0025669734,101.53039
CUW,Curaçao,2017,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0019588708,.94711906,.0020682414,103.24582
CUW,Curaçao,2018,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0039592222,.9210391,.0042986474,107.79803
CUW,Curaçao,2019,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0028822853,.49607494,.0058101811,114.32598
CUW,Curaçao,2020,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0029938419,.55121666,.005431334,121.69496
CUW,Curaçao,2021,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,531,.0020988435,.35022694,.0059928098,130.86577
CYM,Cayman Islands,2000,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0017956296,.48303646,.0037173792,60.205963
CYM,Cayman Islands,2001,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0036590428,1.1586535,.0031580131,62.327621
CYM,Cayman Islands,2002,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0021544988,.66655689,.0032322805,63.60955
CYM,Cayman Islands,2003,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0031785876,1.14372,.002779166,65.677612
CYM,Cayman Islands,2004,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.001725406,.49860212,.0034604867,68.478195
CYM,Cayman Islands,2005,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0022577255,.81030136,.0027862787,70.506058
CYM,Cayman Islands,2006,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0024385289,.5730415,.004255414,72.230186
CYM,Cayman Islands,2007,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.002049048,.51148099,.0040061078,75.986633
CYM,Cayman Islands,2008,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0051362617,.72575414,.0070771375,80.406334
CYM,Cayman Islands,2009,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0013165805,.5669353,.0023222764,83.983109
CYM,Cayman Islands,2010,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0030470404,.52639687,.0057884851,86.177429
CYM,Cayman Islands,2011,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0011830453,.25862429,.0045743785,89.014229
CYM,Cayman Islands,2012,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0015572298,.51016676,.0030523937,92.930191
CYM,Cayman Islands,2013,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.00027426297,.10955641,.0025033951,95.988884
CYM,Cayman Islands,2014,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.00078570121,.39543265,.0019869406,98.300125
CYM,Cayman Islands,2015,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0010057976,.41136542,.0024450223,100.00052
CYM,Cayman Islands,2016,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0019057654,.68534094,.0027807553,100.16215
CYM,Cayman Islands,2017,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0011264738,1.0520928,.0010706981,100.89658
CYM,Cayman Islands,2018,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0044906144,1.1992997,.0037443638,105.0853
CYM,Cayman Islands,2019,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0017467531,.67096817,.0026033323,107.43877
CYM,Cayman Islands,2020,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.0025464552,.6323815,.0040267706,112.71044
CYM,Cayman Islands,2021,Latin America & Caribbean,High income,019,Americas,419,Latin America and the Caribbean,029,Caribbean,136,.00078312808,.30617321,.0025577943,116.83631
CYP,Cyprus,2000,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.012031389,1.0056895,.011963324,64.456238
CYP,Cyprus,2001,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.013080669,.68756855,.01902453,67.093605
CYP,Cyprus,2002,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.013263196,1.0072553,.01316766,70.169777
CYP,Cyprus,2003,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.010455133,.60813642,.017192086,73.75444
CYP,Cyprus,2004,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.0068457327,.81293356,.0084210234,76.682663
CYP,Cyprus,2005,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.0077648726,.63430816,.012241483,77.900101
CYP,Cyprus,2006,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.0077792238,.88704389,.0087698298,82.011276
CYP,Cyprus,2007,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.012155989,.87760478,.013851325,86.569206
CYP,Cyprus,2008,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.010770236,.7251665,.014852087,93.141762
CYP,Cyprus,2009,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.010744701,.56405562,.019049009,96.578514
CYP,Cyprus,2010,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.01446438,.7715615,.018746892,96.81002
CYP,Cyprus,2011,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.011678384,.93417507,.01250128,100.75875
CYP,Cyprus,2012,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.010778927,.96889859,.011124928,101.5811
CYP,Cyprus,2013,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.010748287,.98335499,.010930221,101.79305
CYP,Cyprus,2014,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.0078970008,.98219573,.0080401497,100.31268
CYP,Cyprus,2015,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.0097589782,.5644058,.017290711,100
CYP,Cyprus,2016,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.018299682,.89411175,.020466885,99.739998
CYP,Cyprus,2017,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.008718376,.7336148,.011884133,99.449165
CYP,Cyprus,2018,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.010327453,1.0862432,.0095074968,100.17167
CYP,Cyprus,2019,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.012482239,1.1269573,.011076053,100.70917
CYP,Cyprus,2020,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.010893622,.46991497,.023182115,101.93833
CYP,Cyprus,2021,Europe & Central Asia,High income,142,Asia,145,Western Asia,,,196,.018988196,.99228895,.019135753,101.54631
CZE,Czechia,2000,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0035082307,.62659377,.005598892,73
CZE,Czechia,2001,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0078647779,.83598495,.0094077988,76.699997
CZE,Czechia,2002,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0083488896,.83229029,.010031223,75.208336
CZE,Czechia,2003,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0074706306,.75781715,.0098580914,73.566666
CZE,Czechia,2004,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0059855268,1.0299325,.0058115721,76.074997
CZE,Czechia,2005,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0047364836,1.0511708,.0045059123,75.883331
CZE,Czechia,2006,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0039948695,.73438901,.0054397187,76.533333
CZE,Czechia,2007,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.011797274,1.09136,.0108097,80.158333
CZE,Czechia,2008,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0065935594,1.0236293,.0064413548,86.658333
CZE,Czechia,2009,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0066626794,.73901671,.0090156002,83.216667
CZE,Czechia,2010,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.006818844,.84077328,.0081102056,84.441666
CZE,Czechia,2011,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0070445635,.73484874,.0095864134,88.349998
CZE,Czechia,2012,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0064351792,.56880045,.011313598,94.458336
CZE,Czechia,2013,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0090793259,.72070503,.012597839,99.099998
CZE,Czechia,2014,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0050310083,1.0546658,.0047702393,101.1
CZE,Czechia,2015,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0052400678,.92232698,.0056813559,99.983337
CZE,Czechia,2016,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0059120054,.9748044,.0060648122,99.050003
CZE,Czechia,2017,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0055456557,.80220377,.0069130263,104.18333
CZE,Czechia,2018,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0047519612,.59006363,.0080533028,105.55
CZE,Czechia,2019,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0049378164,.67529398,.007312099,108.525
CZE,Czechia,2020,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.006439304,.76050717,.0084671183,113.45
CZE,Czechia,2021,Europe & Central Asia,High income,150,Europe,151,Eastern Europe,,,203,.0080958726,1.1625307,.0069640079,114.35833
DEU,Germany,2000,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0027349642,.58065283,.0047101541,75.723778
DEU,Germany,2001,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0059937015,.71458697,.0083876448,79.09655
DEU,Germany,2002,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0076367804,1.2261131,.006228447,79.76516
DEU,Germany,2003,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0034148658,.86954403,.0039271913,79.646294
DEU,Germany,2004,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0036647725,.88993013,.0041180453,79.378853
DEU,Germany,2005,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0036289878,.73207003,.0049571595,79.423424
DEU,Germany,2006,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0029441358,.65319806,.0045072637,81.035515
DEU,Germany,2007,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0062689707,.93635601,.0066950717,84.111122
DEU,Germany,2008,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0036038938,.93684429,.003846844,89.222275
DEU,Germany,2009,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0031246147,.69939965,.004467567,88.055916
DEU,Germany,2010,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0041768225,.79464442,.0052562156,89.155411
DEU,Germany,2011,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0020173239,.59178686,.003408869,91.61441
DEU,Germany,2012,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0039280858,.73549539,.005340735,94.734589
DEU,Germany,2013,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0038385901,.80671149,.0047583184,98.389656
DEU,Germany,2014,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0021033105,.80489558,.002613147,99.407425
DEU,Germany,2015,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0026294445,.66292125,.0039664507,100
DEU,Germany,2016,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0030124793,.63968956,.0047092834,100.80833
DEU,Germany,2017,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0062212897,.98107505,.0063412986,103.59167
DEU,Germany,2018,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0030247408,.98437947,.0030727386,105.95834
DEU,Germany,2019,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0018852666,.55079395,.0034228165,107.23333
DEU,Germany,2020,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0076749907,1.2024596,.0063827434,109.65
DEU,Germany,2021,Europe & Central Asia,High income,150,Europe,155,Western Europe,,,276,.0073714782,1.3026884,.0056586661,113.11667
DJI,Djibouti,2000,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.000022594439,.0086584166,.0026095347,46.740524
DJI,Djibouti,2001,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.000023165663,.0091436123,.0025335352,48.204079
DJI,Djibouti,2002,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.000021801339,.008866691,.002458791,49.667633
DJI,Djibouti,2003,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.000020550853,.0086048096,.0023882985,51.131187
DJI,Djibouti,2004,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.01098051,1.3660201,.0080383224,51.996136
DJI,Djibouti,2005,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.0093680033,1.0865494,.0086217923,53.40591
DJI,Djibouti,2006,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.0063613076,.60374629,.010536392,57.083221
DJI,Djibouti,2007,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.010955634,1.0166732,.010775964,62.73082
DJI,Djibouti,2008,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.016095547,.72606599,.022168159,78.552597
DJI,Djibouti,2009,Middle East & North Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,262,.0049698907,.64294142,.0077299275,83.338188
