ISO,country,year,unemp,underemp,sex,agegroup,geog,incgrp,wb_region,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fsci_regions
BRA,Brazil,2020,31.32,17.200001,Female,"Youth, age 15-24",Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,11.931,6.0999999,Male,Total population age 15+,Total,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,8.7840004,5.5999999,Male,"Adults, age 25+",Total,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,16.042,9.1999998,Female,Total population age 15+,Total,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,12.486,5.3000002,Male,Total population age 15+,Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,7.3460002,10.7,Total,"Adults, age 25+",Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,35.207001,11.7,Female,"Youth, age 15-24",Total,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,10.167,7,Total,"Adults, age 25+",Total,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,28.612,7.8000002,Male,"Youth, age 15-24",Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,35.627998,11.1,Female,"Youth, age 15-24",Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,17.205999,16.700001,Male,"Youth, age 15-24",Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,31.707001,9.1000004,Total,"Youth, age 15-24",Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,14.147,6.9000001,Total,Total population age 15+,Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,10.098,11.7,Total,Total population age 15+,Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,9.415,12.3,Female,"Adults, age 25+",Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,30.525999,10.2,Total,"Youth, age 15-24",Total,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,9.1499996,4.9000001,Male,"Adults, age 25+",Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,16.247,8.8999996,Female,Total population age 15+,Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,10.52,6.5,Total,"Adults, age 25+",Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,6.3959999,9.8999996,Male,"Adults, age 25+",Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,13.809,13.1,Female,Total population age 15+,Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,22.042,16.9,Total,"Youth, age 15-24",Rural,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,12.249,8.6000004,Female,"Adults, age 25+",Urban,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRA,Brazil,2020,12.018,8.8999996,Female,"Adults, age 25+",Total,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,076,Latin America & Caribbean
BRN,Brunei Darussalam,2020,34.076,18.4,Female,"Youth, age 15-24",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,20.573,9,Male,"Youth, age 15-24",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,3.585,10.5,Male,"Adults, age 25+",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,23.052999,12.9,Total,"Youth, age 15-24",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,6.723,16,Female,"Adults, age 25+",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,27.231001,8,Male,"Youth, age 15-24",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,5.3740001,10.4,Male,Total population age 15+,Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,12.288,12.6,Total,Total population age 15+,Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,7.5300002,17.1,Female,Total population age 15+,Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,4.6479998,10.9,Male,"Adults, age 25+",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,5.4629998,16.700001,Female,"Adults, age 25+",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,9.3079996,12.8,Total,"Adults, age 25+",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,6.2389998,13,Total,Total population age 15+,Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,20.374001,13.4,Total,"Youth, age 15-24",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,8.342,12.3,Male,"Adults, age 25+",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,30.114,11.3,Total,"Youth, age 15-24",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,11.109,11.8,Male,Total population age 15+,Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,23.893,20.5,Female,"Youth, age 15-24",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,13.824,14,Female,Total population age 15+,Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,9.1239996,16.4,Female,Total population age 15+,Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,7.6820002,12.9,Total,Total population age 15+,Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,18.212999,9.3000002,Male,"Youth, age 15-24",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,6.684,10.7,Male,Total population age 15+,Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,26.905001,20.1,Female,"Youth, age 15-24",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,4.3429999,12.9,Total,"Adults, age 25+",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,10.556,13.5,Female,"Adults, age 25+",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BRN,Brunei Darussalam,2020,5.5019999,12.9,Total,"Adults, age 25+",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,096,South-eastern Asia
BWA,Botswana,2006,15.87,8.3999996,Female,Total population age 15+,Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,13.443,2.5,Male,"Adults, age 25+",Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,23.688,10.6,Total,"Youth, age 15-24",Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,14.722,6,Female,"Adults, age 25+",Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,15.746,4.8000002,Male,Total population age 15+,Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,20.586,3.8,Total,Total population age 15+,Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,13.163,4.8000002,Total,"Adults, age 25+",Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,20.115,6.0999999,Female,Total population age 15+,Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,34.862,6.1999998,Male,"Youth, age 15-24",Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,30.549999,9.5,Female,"Youth, age 15-24",Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,16.572001,4.4000001,Female,"Adults, age 25+",Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,11.975,8.1999998,Female,"Adults, age 25+",Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,37.536999,6.6999998,Female,"Youth, age 15-24",Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,13.917,7.5,Total,Total population age 15+,Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,12.442,6.6999998,Male,Total population age 15+,Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,38.116001,5.5999999,Total,"Youth, age 15-24",Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,41.214001,4.9000001,Female,"Youth, age 15-24",Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,31.952,8,Total,"Youth, age 15-24",Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,10.667,6.6999998,Total,"Adults, age 25+",Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,17.780001,5.4000001,Total,Total population age 15+,Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,11.772,3.7,Male,"Adults, age 25+",Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,18.431999,3.0999999,Male,Total population age 15+,Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,9.5839996,5.3000002,Male,"Adults, age 25+",Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,22.815001,4.5,Female,Total population age 15+,Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,19.804001,11.2,Male,"Youth, age 15-24",Rural,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,27.422001,8.8999996,Male,"Youth, age 15-24",Total,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
BWA,Botswana,2006,14.959,3.4000001,Total,"Adults, age 25+",Urban,Upper middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,072,Sub-Saharan Africa
CHE,Switzerland,2020,4.8990002,10.5,Female,"Adults, age 25+",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,7.3410001,4.9000001,Total,"Youth, age 15-24",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.6609998,3.2,Male,Total population age 15+,Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.388,3.0999999,Male,"Adults, age 25+",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,3.1570001,9.8999996,Female,"Adults, age 25+",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.3130002,6.4000001,Total,"Adults, age 25+",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,9.1730003,5,Male,"Youth, age 15-24",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,6.6009998,6.3000002,Female,"Youth, age 15-24",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,5.3130002,10.2,Female,Total population age 15+,Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,5.0009999,10,Female,Total population age 15+,Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,2.7130001,2.5,Male,"Adults, age 25+",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,3.5339999,5.8000002,Total,Total population age 15+,Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,9.5109997,5.4000001,Male,"Youth, age 15-24",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,8.3699999,7.1999998,Female,"Youth, age 15-24",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,8.0109997,3.5999999,Male,"Youth, age 15-24",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.5799999,10.4,Female,"Adults, age 25+",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,7.9910002,7,Female,"Youth, age 15-24",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.9439998,3.3,Male,Total population age 15+,Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,8.9510002,6.3000002,Total,"Youth, age 15-24",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,2.9189999,5.9000001,Total,"Adults, age 25+",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.0819998,3,Male,"Adults, age 25+",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.8200002,6.4000001,Total,Total population age 15+,Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,4.625,6.5,Total,"Adults, age 25+",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,5.1160002,6.5,Total,Total population age 15+,Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,3.645,9.3999996,Female,Total population age 15+,Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,3.438,2.5999999,Male,Total population age 15+,Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHE,Switzerland,2020,8.5970001,6,Total,"Youth, age 15-24",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,756,Northern America and Europe
CHL,Chile,2020,7.6030002,8.1000004,Total,"Adults, age 25+",Rural,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,10.217,5.9000001,Male,"Adults, age 25+",Urban,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,10.085,8.5,Female,"Adults, age 25+",Total,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,26.785999,13.9,Female,"Youth, age 15-24",Urban,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,19.976,12.2,Total,"Youth, age 15-24",Rural,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,11.609,8.8000002,Female,Total population age 15+,Urban,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,17.295,11.8,Male,"Youth, age 15-24",Rural,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,11.476,7.3000002,Total,Total population age 15+,Urban,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,8.6639996,8.3999996,Total,Total population age 15+,Rural,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,9.507,10.3,Female,Total population age 15+,Rural,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,10.999,6.4000001,Male,Total population age 15+,Total,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
CHL,Chile,2020,25.054001,13.2,Female,"Youth, age 15-24",Rural,High income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,152,Latin America & Caribbean
