ISO,country,wb_region,incgrp,year,genres_animal,genres_plant,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2000,,22.248,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2005,,23.617,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2010,,25.613,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2012,,27.14,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2014,,27.771,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2016,,27.794,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2017,,28.102,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2018,,28.275,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2019,,29.037,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2020,,29.149,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,218
EGY,Egypt,Middle East & North Africa,Lower middle income,2000,,.38,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2005,,8.978,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2010,,13.976,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2012,,14.257,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2014,,14.285,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2016,,14.496,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2017,,14.466,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2018,,14.466,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2019,,14.61,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
EGY,Egypt,Middle East & North Africa,Lower middle income,2020,,14.61,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,818
ERI,Eritrea,Sub-Saharan Africa,Low income,2000,,3.998,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2005,,3.998,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2010,,4.001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2012,,4.001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2014,,4.001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2016,,4.604,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2017,,4.604,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2018,,4.604,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2019,,4.604,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ERI,Eritrea,Sub-Saharan Africa,Low income,2020,,4.676,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,232
ESP,Spain,Europe & Central Asia,High income,2000,,69.465,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2005,,71.98,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2009,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2010,0,75.319,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2011,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2012,0,76.17400000000001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2013,1,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2014,21,76.97,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2015,26,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2016,27,77,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2017,20,79.32299999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2018,29,76.581,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2019,27,74.648,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2020,37,74.66200000000001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
ESP,Spain,Europe & Central Asia,High income,2021,37,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,724
EST,Estonia,Europe & Central Asia,High income,2000,,1.911,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2005,,2.323,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2010,,2.542,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2012,,2.737,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2014,,2.768,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2016,,2.948,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2017,,3.085,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2018,,3.18,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2019,,3.24,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
EST,Estonia,Europe & Central Asia,High income,2020,,3.241,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,233
ETH,Ethiopia,Sub-Saharan Africa,Low income,2000,,56.078,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2005,,67.20699999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2010,,70.69499999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2012,,70.97499999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2014,,71.553,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2016,,72.51000000000001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2017,,72.51000000000001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2018,,72.51000000000001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2019,,73.164,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2020,5,73.164,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
ETH,Ethiopia,Sub-Saharan Africa,Low income,2021,5,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,231
FIN,Finland,Europe & Central Asia,High income,2000,,.9389999999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2005,,.99,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2009,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2010,0,1.05,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2011,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2012,0,1.076,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2013,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2014,0,1.083,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2015,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2016,0,.655,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2017,0,.656,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2018,0,.703,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2019,0,.694,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2020,1,.713,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FIN,Finland,Europe & Central Asia,High income,2021,1,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,246
FRA,France,Europe & Central Asia,High income,2000,,32.94,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2005,,33.543,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2010,,34.333,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2012,,34.543,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2014,,34.858,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2016,,34.859,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2017,,34.859,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2018,11,34.859,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2019,11,36.87,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2020,11,36.253,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
FRA,France,Europe & Central Asia,High income,2021,11,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,250
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2020,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2000,,115.14,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2005,,452.255,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2008,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2009,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2010,0,688.252,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2011,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2012,0,748.571,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2013,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2014,0,785.107,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2015,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2016,0,810.741,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2017,0,829.253,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2018,0,842.508,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2019,0,846.059,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2020,0,846.289,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,High income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,826
GEO,Georgia,Europe & Central Asia,Upper middle income,2000,,.398,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2005,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2010,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2012,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2014,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2016,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2017,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2018,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2019,,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2020,0,.44,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GEO,Georgia,Europe & Central Asia,Upper middle income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,268
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2000,,.006,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2005,,.006,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2010,,.006,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2012,,.006,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2014,,.011,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2016,,.372,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2017,,.418,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2018,,.418,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2019,,.418,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2020,0,.418,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288
GIN,Guinea,Sub-Saharan Africa,Low income,2000,,.057,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2005,,.071,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2010,,.08,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2012,,.083,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2014,,.087,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2016,,.091,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2017,,.092,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2018,,.096,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2019,,.096,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2020,0,.096,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GIN,Guinea,Sub-Saharan Africa,Low income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324
GMB,Gambia (Republic of The),Sub-Saharan Africa,Low income,2020,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270
GMB,Gambia (Republic of The),Sub-Saharan Africa,Low income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2020,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624
GRC,Greece,Europe & Central Asia,High income,2000,,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2005,,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2009,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2010,0,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2011,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2012,0,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2013,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2014,0,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2015,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2016,0,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2017,0,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2018,0,6.272,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2019,0,7.136,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2020,0,7.136,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
GRC,Greece,Europe & Central Asia,High income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,300
